,country,year,life_expectancy
52237,Ukraine,2000,67.3
52238,United Arab Emirates,2000,73.3
52239,United Kingdom,2000,77.8
52240,United States,2000,76.9
52241,Uruguay,2000,74.6
52243,Uzbekistan,2000,67.6
52245,Vanuatu,2000,62.5
52246,Venezuela,2000,73.8
52247,West Bank and Gaza,2000,74.4
52249,Western Sahara,2000,62.64
52250,Vietnam,2000,72.0
52251,Virgin Islands (U.S.),2000,77.57
52254,Yemen,2000,62.4
52256,Zambia,2000,44.8
52257,Zimbabwe,2000,47.9
52258,Åland,2000,80.0
52259,South Sudan,2000,54.4
52261,Afghanistan,2001,50.4
52263,Albania,2001,75.1
52264,Algeria,2001,73.5
52265,American Samoa,2001,71.7
52266,Andorra,2001,83.9
52267,Angola,2001,52.5
52269,Antigua and Barbuda,2001,74.1
52270,Argentina,2001,74.3
52271,Armenia,2001,71.4
52272,Aruba,2001,73.85
52273,Australia,2001,80.1
52274,Austria,2001,78.6
52275,Azerbaijan,2001,67.2
52276,Bahamas,2001,70.3
52277,Bahrain,2001,74.3
52278,Bangladesh,2001,65.4
52279,Barbados,2001,74.4
52280,Belarus,2001,68.0
52281,Belgium,2001,78.0
52282,Belize,2001,68.8
52283,Benin,2001,57.4
52284,Bermuda,2001,75.1
52285,Bhutan,2001,67.5
52286,Bolivia,2001,68.3
52287,Bosnia and Herzegovina,2001,76.2
52288,Botswana,2001,46.5
52289,Brazil,2001,71.1
52291,Brunei,2001,76.1
52292,Bulgaria,2001,71.8
52293,Burkina Faso,2001,53.2
52294,Burundi,2001,48.4
52295,Cambodia,2001,60.8
52296,Cameroon,2001,54.2
52297,Canada,2001,79.5
52298,Cape Verde,2001,68.6
52300,Central African Republic,2001,45.2
52301,Chad,2001,51.7
52302,Channel Islands,2001,77.87
52303,Chile,2001,77.4
52304,China,2001,70.0
52307,Colombia,2001,73.5
52308,Comoros,2001,63.0
52309,"Congo, Dem. Rep.",2001,54.5
52310,"Congo, Rep.",2001,53.5
52312,Costa Rica,2001,78.0
52313,Cote d'Ivoire,2001,52.1
52314,Croatia,2001,74.6
52315,Cuba,2001,76.4
52316,Cyprus,2001,78.5
52317,Czech Republic,2001,75.3
52319,Denmark,2001,77.2
52320,Djibouti,2001,60.1
52321,Dominica,2001,73.9
52322,Dominican Republic,2001,73.4
52324,Ecuador,2001,73.4
52325,Egypt,2001,69.7
52326,El Salvador,2001,71.7
52327,Equatorial Guinea,2001,54.0
52328,Eritrea,2001,59.9
52330,Estonia,2001,70.0
52331,Ethiopia,2001,52.7
52334,Fiji,2001,64.4
52335,Finland,2001,78.1
52336,France,2001,79.2
52337,French Guiana,2001,74.92
52338,French Polynesia,2001,72.67
52339,Gabon,2001,59.0
52340,Gambia,2001,63.9
52341,Georgia,2001,71.7
52342,Germany,2001,78.4
52343,Ghana,2001,59.9
52345,Greece,2001,78.9
52346,Greenland,2001,68.0
52347,Grenada,2001,70.3
52348,Guadeloupe,2001,77.43
52349,Guam,2001,73.6
52350,Guatemala,2001,69.3
52352,Guinea,2001,54.4
52353,Guinea-Bissau,2001,52.7
52354,Guyana,2001,63.9
52355,Haiti,2001,59.2
52357,Honduras,2001,70.6
52358,"Hong Kong, China",2001,80.73
52359,Hungary,2001,72.3
52360,Iceland,2001,80.8
52361,India,2001,61.9
52362,Indonesia,2001,67.8
52363,Iran,2001,71.3
52364,Iraq,2001,66.4
52365,Ireland,2001,78.4
52367,Israel,2001,78.8
52368,Italy,2001,79.8
52369,Jamaica,2001,74.2
52370,Japan,2001,81.3
52372,Jordan,2001,73.6
52373,Kazakhstan,2001,65.1
52374,Kenya,2001,55.6
52375,Kiribati,2001,60.1
52376,North Korea,2001,59.2
52377,South Korea,2001,76.7
52380,Kuwait,2001,77.6
52381,Kyrgyz Republic,2001,66.0
52382,Lao,2001,56.6
52383,Latvia,2001,70.0
52384,Lebanon,2001,76.3
52385,Lesotho,2001,48.9
52386,Liberia,2001,56.3
52387,Libya,2001,75.0
52389,Lithuania,2001,71.6
52390,Luxembourg,2001,78.7
52391,"Macao, China",2001,77.83
52392,"Macedonia, FYR",2001,73.0
52393,Madagascar,2001,59.6
52394,Malawi,2001,45.9
52395,Malaysia,2001,73.6
52396,Maldives,2001,73.7
52397,Mali,2001,54.1
52398,Malta,2001,79.4
52399,Marshall Islands,2001,64.7
52400,Martinique,2001,78.5
52401,Mauritania,2001,64.2
52402,Mauritius,2001,71.6
52403,Mayotte,2001,76.01
52404,Mexico,2001,74.9
52405,"Micronesia, Fed. Sts.",2001,66.8
52406,Moldova,2001,69.2
52408,Mongolia,2001,62.7
52409,Montenegro,2001,73.5
52411,Morocco,2001,71.8
52412,Mozambique,2001,52.8
52413,Myanmar,2001,61.3
52414,Namibia,2001,53.4
52416,Nepal,2001,65.9
52417,Netherlands,2001,78.3
52418,Netherlands Antilles,2001,74.76
52419,New Caledonia,2001,73.7
52420,New Zealand,2001,78.6
52422,Nicaragua,2001,76.2
52423,Niger,2001,52.9
52424,Nigeria,2001,55.4
52428,Northern Mariana Islands,2001,75.6
52429,Norway,2001,78.9
52430,Oman,2001,75.4
52431,Pakistan,2001,62.5
52433,Panama,2001,76.7
52434,Papua New Guinea,2001,57.6
52435,Paraguay,2001,74.2
52436,Peru,2001,75.2
52437,Philippines,2001,69.0
52439,Poland,2001,74.2
52440,Portugal,2001,76.8
52441,Puerto Rico,2001,75.8
52442,Qatar,2001,75.0
52443,Reunion,2001,76.38
52444,Romania,2001,71.1
52445,Russia,2001,65.1
52446,Rwanda,2001,51.0
52450,St. Lucia,2001,72.1
52452,St. Vincent and the Grenadines,2001,69.7
52454,Samoa,2001,71.0
52456,Sao Tome and Principe,2001,64.9
52457,Saudi Arabia,2001,77.1
52458,Senegal,2001,60.2
52459,Serbia,2001,72.4
52462,Seychelles,2001,71.1
52463,Sierra Leone,2001,51.8
52464,Singapore,2001,78.6
52465,Slovak Republic,2001,73.6
52466,Slovenia,2001,76.3
52467,Solomon Islands,2001,61.7
52468,Somalia,2001,50.9
52470,South Africa,2001,55.9
52472,Spain,2001,79.5
52473,Sri Lanka,2001,73.3
52474,Sudan,2001,62.8
52475,Suriname,2001,69.5
52477,Swaziland,2001,46.6
52478,Sweden,2001,79.8
52479,Switzerland,2001,80.2
52480,Syria,2001,74.6
52481,Taiwan,2001,76.4
52482,Tajikistan,2001,66.1
52483,Tanzania,2001,54.8
52484,Thailand,2001,71.2
52485,Timor-Leste,2001,64.4
52486,Togo,2001,56.7
52488,Tonga,2001,69.6
52490,Trinidad and Tobago,2001,69.8
52491,Tunisia,2001,75.3
52492,Turkey,2001,74.4
52493,Turkmenistan,2001,64.1
52496,Uganda,2001,49.7
52497,Ukraine,2001,67.5
52498,United Arab Emirates,2001,73.6
52499,United Kingdom,2001,78.0
52500,United States,2001,76.9
52501,Uruguay,2001,74.8
52503,Uzbekistan,2001,67.8
52505,Vanuatu,2001,62.5
52506,Venezuela,2001,73.8
52507,West Bank and Gaza,2001,74.7
52509,Western Sahara,2001,63.15
52510,Vietnam,2001,72.2
52511,Virgin Islands (U.S.),2001,77.8
52514,Yemen,2001,62.8
52516,Zambia,2001,44.9
52517,Zimbabwe,2001,47.0
52518,Åland,2001,80.83
52519,South Sudan,2001,54.7
52521,Afghanistan,2002,51.0
52523,Albania,2002,75.5
52524,Algeria,2002,73.8
52525,American Samoa,2002,71.7
52526,Andorra,2002,84.1
52527,Angola,2002,53.3
52529,Antigua and Barbuda,2002,74.3
52530,Argentina,2002,74.3
52531,Armenia,2002,71.6
52532,Aruba,2002,73.94
52533,Australia,2002,80.3
52534,Austria,2002,78.8
52535,Azerbaijan,2002,67.6
52536,Bahamas,2002,70.4
52537,Bahrain,2002,74.8
52538,Bangladesh,2002,65.8
52539,Barbados,2002,74.6
52540,Belarus,2002,67.9
52541,Belgium,2002,78.2
52542,Belize,2002,69.3
52543,Benin,2002,57.7
52544,Bermuda,2002,75.4
52545,Bhutan,2002,68.1
52546,Bolivia,2002,68.7
52547,Bosnia and Herzegovina,2002,76.4
52548,Botswana,2002,45.6
52549,Brazil,2002,71.4
52551,Brunei,2002,76.3
52552,Bulgaria,2002,72.1
52553,Burkina Faso,2002,53.8
52554,Burundi,2002,49.8
52555,Cambodia,2002,61.6
52556,Cameroon,2002,54.2
52557,Canada,2002,79.6
52558,Cape Verde,2002,68.7
52560,Central African Republic,2002,45.2
52561,Chad,2002,51.9
52562,Channel Islands,2002,78.14
52563,Chile,2002,77.7
52564,China,2002,70.2
52567,Colombia,2002,73.7
52568,Comoros,2002,63.8
52569,"Congo, Dem. Rep.",2002,54.7
52570,"Congo, Rep.",2002,54.3
52572,Costa Rica,2002,78.2
52573,Cote d'Ivoire,2002,52.3
52574,Croatia,2002,74.9
52575,Cuba,2002,76.8
52576,Cyprus,2002,78.7
52577,Czech Republic,2002,75.4
52579,Denmark,2002,77.2
52580,Djibouti,2002,60.2
52581,Dominica,2002,74.0
52582,Dominican Republic,2002,73.5
52584,Ecuador,2002,73.6
52585,Egypt,2002,69.8
52586,El Salvador,2002,72.5
52587,Equatorial Guinea,2002,54.9
52588,Eritrea,2002,60.0
52590,Estonia,2002,70.9
52591,Ethiopia,2002,53.6
52594,Fiji,2002,64.5
52595,Finland,2002,78.3
52596,France,2002,79.4
52597,French Guiana,2002,75.07
52598,French Polynesia,2002,73.03
52599,Gabon,2002,59.4
52600,Gambia,2002,63.8
52601,Georgia,2002,71.6
52602,Germany,2002,78.6
52603,Ghana,2002,60.0
52605,Greece,2002,79.1
52606,Greenland,2002,68.3
52607,Grenada,2002,70.2
52608,Guadeloupe,2002,77.74
52609,Guam,2002,73.6
52610,Guatemala,2002,70.0
52612,Guinea,2002,54.7
52613,Guinea-Bissau,2002,52.7
52614,Guyana,2002,63.5
52615,Haiti,2002,59.6
52617,Honduras,2002,70.7
52618,"Hong Kong, China",2002,81.08
52619,Hungary,2002,72.6
52620,Iceland,2002,81.0
52621,India,2002,62.3
52622,Indonesia,2002,68.0
52623,Iran,2002,71.3
52624,Iraq,2002,66.1
52625,Ireland,2002,78.8
52627,Israel,2002,78.6
52628,Italy,2002,80.1
52629,Jamaica,2002,74.5
52630,Japan,2002,81.6
52632,Jordan,2002,73.8
52633,Kazakhstan,2002,65.4
52634,Kenya,2002,55.7
52635,Kiribati,2002,60.2
52636,North Korea,2002,59.3
52637,South Korea,2002,77.1
52640,Kuwait,2002,78.2
52641,Kyrgyz Republic,2002,65.9
52642,Lao,2002,57.6
52643,Latvia,2002,70.4
52644,Lebanon,2002,76.6
52645,Lesotho,2002,47.0
52646,Liberia,2002,55.4
52647,Libya,2002,75.0
52649,Lithuania,2002,72.1
52650,Luxembourg,2002,79.0
52651,"Macao, China",2002,78.04
52652,"Macedonia, FYR",2002,73.3
52653,Madagascar,2002,59.8
52654,Malawi,2002,46.4
52655,Malaysia,2002,73.8
52656,Maldives,2002,74.4
52657,Mali,2002,54.6
52658,Malta,2002,79.8
52659,Marshall Islands,2002,64.7
52660,Martinique,2002,78.78
52661,Mauritania,2002,64.9
52662,Mauritius,2002,71.7
52663,Mayotte,2002,76.33
52664,Mexico,2002,74.9
52665,"Micronesia, Fed. Sts.",2002,66.0
52666,Moldova,2002,69.6
52668,Mongolia,2002,62.9
52669,Montenegro,2002,74.0
52671,Morocco,2002,72.0
52672,Mozambique,2002,52.7
52673,Myanmar,2002,61.7
52674,Namibia,2002,52.7
52676,Nepal,2002,65.9
52677,Netherlands,2002,78.5
52678,Netherlands Antilles,2002,74.91
52679,New Caledonia,2002,73.94
52680,New Zealand,2002,78.9
52682,Nicaragua,2002,76.3
52683,Niger,2002,53.7
52684,Nigeria,2002,55.3
52688,Northern Mariana Islands,2002,75.7
52689,Norway,2002,79.1
52690,Oman,2002,75.4
52691,Pakistan,2002,62.6
52693,Panama,2002,76.9
52694,Papua New Guinea,2002,57.6
52695,Paraguay,2002,74.1
52696,Peru,2002,75.7
52697,Philippines,2002,69.0
52699,Poland,2002,74.6
52700,Portugal,2002,77.3
52701,Puerto Rico,2002,76.2
52702,Qatar,2002,75.0
52703,Reunion,2002,76.68
52704,Romania,2002,71.2
52705,Russia,2002,64.9
52706,Rwanda,2002,53.5
52710,St. Lucia,2002,72.3
52712,St. Vincent and the Grenadines,2002,69.7
52714,Samoa,2002,71.2
52716,Sao Tome and Principe,2002,65.0
52717,Saudi Arabia,2002,77.2
52718,Senegal,2002,60.4
52719,Serbia,2002,72.5
52722,Seychelles,2002,71.3
52723,Sierra Leone,2002,51.6
52724,Singapore,2002,78.9
52725,Slovak Republic,2002,73.8
52726,Slovenia,2002,76.6
52727,Solomon Islands,2002,61.7
52728,Somalia,2002,51.1
52730,South Africa,2002,54.8
52732,Spain,2002,79.6
52733,Sri Lanka,2002,73.7
52734,Sudan,2002,63.3
52735,Suriname,2002,69.4
52737,Swaziland,2002,45.1
52738,Sweden,2002,80.0
52739,Switzerland,2002,80.4
52740,Syria,2002,74.9
52741,Taiwan,2002,76.9
52742,Tajikistan,2002,66.5
52743,Tanzania,2002,55.4
52744,Thailand,2002,71.7
52745,Timor-Leste,2002,65.3
52746,Togo,2002,56.7
52748,Tonga,2002,69.7
52750,Trinidad and Tobago,2002,69.9
52751,Tunisia,2002,75.5
52752,Turkey,2002,75.1
52753,Turkmenistan,2002,64.4
52756,Uganda,2002,50.3
52757,Ukraine,2002,67.5
52758,United Arab Emirates,2002,73.8
52759,United Kingdom,2002,78.2
52760,United States,2002,77.1
52761,Uruguay,2002,75.0
52763,Uzbekistan,2002,67.9
52765,Vanuatu,2002,62.5
52766,Venezuela,2002,73.8
52767,West Bank and Gaza,2002,74.4
52769,Western Sahara,2002,63.65
52770,Vietnam,2002,72.5
52771,Virgin Islands (U.S.),2002,78.0
52774,Yemen,2002,63.3
52776,Zambia,2002,45.1
52777,Zimbabwe,2002,45.9
52778,Åland,2002,81.8
52779,South Sudan,2002,54.9
52781,Afghanistan,2003,51.4
52783,Albania,2003,75.7
52784,Algeria,2003,73.9
52785,American Samoa,2003,71.7
52786,Andorra,2003,84.2
52787,Angola,2003,53.9
52789,Antigua and Barbuda,2003,74.5
52790,Argentina,2003,74.5
52791,Armenia,2003,71.5
52792,Aruba,2003,74.05
52793,Australia,2003,80.6
52794,Austria,2003,79.0
52795,Azerbaijan,2003,67.6
52796,Bahamas,2003,71.1
52797,Bahrain,2003,75.3
52798,Bangladesh,2003,66.3
52799,Barbados,2003,74.8
52800,Belarus,2003,68.2
52801,Belgium,2003,78.5
52802,Belize,2003,69.6
52803,Benin,2003,57.9
52804,Bermuda,2003,75.7
52805,Bhutan,2003,68.5
52806,Bolivia,2003,69.3
52807,Bosnia and Herzegovina,2003,76.7
52808,Botswana,2003,45.7
52809,Brazil,2003,71.7
52811,Brunei,2003,76.5
52812,Bulgaria,2003,72.3
52813,Burkina Faso,2003,54.5
52814,Burundi,2003,51.3
52815,Cambodia,2003,62.4
52816,Cameroon,2003,54.3
52817,Canada,2003,79.8
52818,Cape Verde,2003,68.9
52820,Central African Republic,2003,45.2
52821,Chad,2003,52.1
52822,Channel Islands,2003,78.41
52823,Chile,2003,77.8
52824,China,2003,70.9
52827,Colombia,2003,74.5
52828,Comoros,2003,64.8
52829,"Congo, Dem. Rep.",2003,54.9
52830,"Congo, Rep.",2003,55.0
52832,Costa Rica,2003,78.4
52833,Cote d'Ivoire,2003,52.6
52834,Croatia,2003,75.1
52835,Cuba,2003,76.9
52836,Cyprus,2003,79.0
52837,Czech Republic,2003,75.6
52839,Denmark,2003,77.6
52840,Djibouti,2003,60.3
52841,Dominica,2003,74.1
52842,Dominican Republic,2003,73.5
52844,Ecuador,2003,73.7
52845,Egypt,2003,69.8
52846,El Salvador,2003,72.6
52847,Equatorial Guinea,2003,55.3
52848,Eritrea,2003,59.9
52850,Estonia,2003,71.5
52851,Ethiopia,2003,54.3
52854,Fiji,2003,64.6
52855,Finland,2003,78.5
52856,France,2003,79.6
52857,French Guiana,2003,75.21
52858,French Polynesia,2003,73.4
52859,Gabon,2003,59.4
52860,Gambia,2003,64.4
52861,Georgia,2003,71.7
52862,Germany,2003,78.8
52863,Ghana,2003,60.2
52865,Greece,2003,79.3
52866,Greenland,2003,68.5
52867,Grenada,2003,70.2
52868,Guadeloupe,2003,78.04
52869,Guam,2003,73.5
52870,Guatemala,2003,70.1
52872,Guinea,2003,55.1
52873,Guinea-Bissau,2003,52.8
52874,Guyana,2003,63.7
52875,Haiti,2003,59.7
52877,Honduras,2003,70.8
52878,"Hong Kong, China",2003,81.4
52879,Hungary,2003,72.7
52880,Iceland,2003,81.3
52881,India,2003,62.8
52882,Indonesia,2003,68.2
52883,Iran,2003,70.1
52884,Iraq,2003,66.1
52885,Ireland,2003,79.1
52887,Israel,2003,79.1
52888,Italy,2003,80.1
52889,Jamaica,2003,74.8
52890,Japan,2003,81.7
52892,Jordan,2003,74.0
52893,Kazakhstan,2003,65.3
52894,Kenya,2003,55.8
52895,Kiribati,2003,60.4
52896,North Korea,2003,69.9
52897,South Korea,2003,77.7
52900,Kuwait,2003,78.5
52901,Kyrgyz Republic,2003,66.0
52902,Lao,2003,58.4
52903,Latvia,2003,70.8
52904,Lebanon,2003,76.9
52905,Lesotho,2003,45.4
52906,Liberia,2003,55.2
52907,Libya,2003,75.1
52909,Lithuania,2003,72.1
52910,Luxembourg,2003,79.1
52911,"Macao, China",2003,78.25
52912,"Macedonia, FYR",2003,73.4
52913,Madagascar,2003,60.1
52914,Malawi,2003,47.0
52915,Malaysia,2003,73.9
52916,Maldives,2003,75.3
52917,Mali,2003,55.5
52918,Malta,2003,80.1
52919,Marshall Islands,2003,64.7
52920,Martinique,2003,79.05
52921,Mauritania,2003,65.5
52922,Mauritius,2003,71.9
52923,Mayotte,2003,76.64
52924,Mexico,2003,74.9
52925,"Micronesia, Fed. Sts.",2003,67.3
52926,Moldova,2003,69.9
52928,Mongolia,2003,63.1
52929,Montenegro,2003,74.5
52931,Morocco,2003,72.3
52932,Mozambique,2003,52.9
52933,Myanmar,2003,62.3
52934,Namibia,2003,52.4
52936,Nepal,2003,66.8
52937,Netherlands,2003,78.7
52938,Netherlands Antilles,2003,75.09
52939,New Caledonia,2003,74.17
52940,New Zealand,2003,79.1
52942,Nicaragua,2003,76.3
52943,Niger,2003,54.4
52944,Nigeria,2003,55.6
52948,Northern Mariana Islands,2003,75.8
52949,Norway,2003,79.5
52950,Oman,2003,75.6
52951,Pakistan,2003,62.8
52953,Panama,2003,77.0
52954,Papua New Guinea,2003,57.7
52955,Paraguay,2003,74.1
52956,Peru,2003,76.2
52957,Philippines,2003,69.1
52959,Poland,2003,74.9
52960,Portugal,2003,77.6
52961,Puerto Rico,2003,76.5
52962,Qatar,2003,75.2
52963,Reunion,2003,76.97
52964,Romania,2003,71.6
52965,Russia,2003,64.7
52966,Rwanda,2003,55.5
52970,St. Lucia,2003,72.5
52972,St. Vincent and the Grenadines,2003,70.1
52974,Samoa,2003,71.4
52976,Sao Tome and Principe,2003,65.3
52977,Saudi Arabia,2003,77.4
52978,Senegal,2003,61.3
52979,Serbia,2003,72.7
52982,Seychelles,2003,71.5
52983,Sierra Leone,2003,51.7
52984,Singapore,2003,79.3
52985,Slovak Republic,2003,73.9
52986,Slovenia,2003,76.8
52987,Solomon Islands,2003,61.7
52988,Somalia,2003,51.5
52990,South Africa,2003,53.7
52992,Spain,2003,79.6
52993,Sri Lanka,2003,74.0
52994,Sudan,2003,63.5
52995,Suriname,2003,69.5
52997,Swaziland,2003,44.0
52998,Sweden,2003,80.2
52999,Switzerland,2003,80.6
53000,Syria,2003,75.1
53001,Taiwan,2003,77.3
53002,Tajikistan,2003,66.9
53003,Tanzania,2003,55.9
53004,Thailand,2003,72.1
53005,Timor-Leste,2003,65.7
53006,Togo,2003,56.4
53008,Tonga,2003,69.6
53010,Trinidad and Tobago,2003,70.4
53011,Tunisia,2003,75.7
53012,Turkey,2003,75.1
53013,Turkmenistan,2003,64.8
53016,Uganda,2003,51.2
53017,Ukraine,2003,67.7
53018,United Arab Emirates,2003,74.1
53019,United Kingdom,2003,78.4
53020,United States,2003,77.3
53021,Uruguay,2003,75.0
53023,Uzbekistan,2003,68.1
53025,Vanuatu,2003,62.5
53026,Venezuela,2003,73.5
53027,West Bank and Gaza,2003,74.4
53029,Western Sahara,2003,64.13
53030,Vietnam,2003,72.8
53031,Virgin Islands (U.S.),2003,78.19
53034,Yemen,2003,63.7
53036,Zambia,2003,45.3
53037,Zimbabwe,2003,45.3
53038,Åland,2003,80.63
53039,South Sudan,2003,55.0
53041,Afghanistan,2004,51.8
53043,Albania,2004,75.9
53044,Algeria,2004,74.4
53045,American Samoa,2004,71.8
53046,Andorra,2004,84.1
53047,Angola,2004,54.5
53049,Antigua and Barbuda,2004,74.6
53050,Argentina,2004,75.0
53051,Armenia,2004,71.8
53052,Aruba,2004,74.18
53053,Australia,2004,80.9
53054,Austria,2004,79.4
53055,Azerbaijan,2004,67.8
53056,Bahamas,2004,71.7
53057,Bahrain,2004,75.7
53058,Bangladesh,2004,66.8
53059,Barbados,2004,74.9
53060,Belarus,2004,68.5
53061,Belgium,2004,79.0
53062,Belize,2004,69.9
53063,Benin,2004,58.2
53064,Bermuda,2004,76.0
53065,Bhutan,2004,68.9
53066,Bolivia,2004,69.8
53067,Bosnia and Herzegovina,2004,76.9
53068,Botswana,2004,46.9
53069,Brazil,2004,72.0
53071,Brunei,2004,76.7
53072,Bulgaria,2004,72.5
53073,Burkina Faso,2004,55.1
53074,Burundi,2004,53.0
53075,Cambodia,2004,63.2
53076,Cameroon,2004,54.4
53077,Canada,2004,80.1
53078,Cape Verde,2004,69.1
53080,Central African Republic,2004,45.4
53081,Chad,2004,52.6
53082,Channel Islands,2004,78.67
53083,Chile,2004,78.0
53084,China,2004,71.4
53087,Colombia,2004,74.7
53088,Comoros,2004,65.5
53089,"Congo, Dem. Rep.",2004,55.9
53090,"Congo, Rep.",2004,55.8
53092,Costa Rica,2004,78.7
53093,Cote d'Ivoire,2004,52.8
53094,Croatia,2004,75.3
53095,Cuba,2004,77.0
53096,Cyprus,2004,79.1
53097,Czech Republic,2004,75.9
53099,Denmark,2004,77.8
53100,Djibouti,2004,60.4
53101,Dominica,2004,74.1
53102,Dominican Republic,2004,73.1
53104,Ecuador,2004,73.9
53105,Egypt,2004,69.9
53106,El Salvador,2004,72.8
53107,Equatorial Guinea,2004,55.9
53108,Eritrea,2004,60.0
53110,Estonia,2004,72.0
53111,Ethiopia,2004,55.2
53114,Fiji,2004,64.7
53115,Finland,2004,78.8
53116,France,2004,80.2
53117,French Guiana,2004,75.35
53118,French Polynesia,2004,73.77
53119,Gabon,2004,59.4
53120,Gambia,2004,64.7
53121,Georgia,2004,71.5
53122,Germany,2004,79.2
53123,Ghana,2004,60.5
53125,Greece,2004,79.4
53126,Greenland,2004,68.8
53127,Grenada,2004,69.3
53128,Guadeloupe,2004,78.35
53129,Guam,2004,73.3
53130,Guatemala,2004,70.2
53132,Guinea,2004,55.6
53133,Guinea-Bissau,2004,52.8
53134,Guyana,2004,64.2
53135,Haiti,2004,58.6
53137,Honduras,2004,71.0
53138,"Hong Kong, China",2004,81.68
53139,Hungary,2004,72.9
53140,Iceland,2004,81.5
53141,India,2004,63.2
53142,Indonesia,2004,66.7
53143,Iran,2004,71.5
53144,Iraq,2004,66.3
53145,Ireland,2004,79.3
53147,Israel,2004,79.5
53148,Italy,2004,80.9
53149,Jamaica,2004,75.0
53150,Japan,2004,81.9
53152,Jordan,2004,74.1
53153,Kazakhstan,2004,65.3
53154,Kenya,2004,56.2
53155,Kiribati,2004,60.6
53156,North Korea,2004,70.0
53157,South Korea,2004,78.2
53160,Kuwait,2004,78.1
53161,Kyrgyz Republic,2004,66.2
53162,Lao,2004,59.3
53163,Latvia,2004,71.2
53164,Lebanon,2004,77.1
53165,Lesotho,2004,44.2
53166,Liberia,2004,57.9
53167,Libya,2004,75.2
53169,Lithuania,2004,72.2
53170,Luxembourg,2004,79.5
53171,"Macao, China",2004,78.46
53172,"Macedonia, FYR",2004,73.6
53173,Madagascar,2004,60.6
53174,Malawi,2004,47.5
53175,Malaysia,2004,74.0
53176,Maldives,2004,74.7
53177,Mali,2004,56.2
53178,Malta,2004,80.3
53179,Marshall Islands,2004,64.7
53180,Martinique,2004,79.31
53181,Mauritania,2004,65.9
53182,Mauritius,2004,72.1
53183,Mayotte,2004,76.95
53184,Mexico,2004,75.2
53185,"Micronesia, Fed. Sts.",2004,67.4
53186,Moldova,2004,70.2
53188,Mongolia,2004,63.4
53189,Montenegro,2004,74.8
53191,Morocco,2004,72.5
53192,Mozambique,2004,53.0
53193,Myanmar,2004,62.8
53194,Namibia,2004,52.5
53196,Nepal,2004,67.0
53197,Netherlands,2004,79.1
53198,Netherlands Antilles,2004,75.3
53199,New Caledonia,2004,74.4
53200,New Zealand,2004,79.4
53202,Nicaragua,2004,76.4
53203,Niger,2004,55.2
53204,Nigeria,2004,56.1
53208,Northern Mariana Islands,2004,75.9
53209,Norway,2004,79.8
53210,Oman,2004,75.8
53211,Pakistan,2004,63.1
53213,Panama,2004,77.1
53214,Papua New Guinea,2004,57.7
53215,Paraguay,2004,73.8
53216,Peru,2004,76.7
53217,Philippines,2004,69.1
53219,Poland,2004,75.0
53220,Portugal,2004,78.2
53221,Puerto Rico,2004,76.5
53222,Qatar,2004,75.8
53223,Reunion,2004,77.26
53224,Romania,2004,72.0
53225,Russia,2004,65.1
53226,Rwanda,2004,57.6
53230,St. Lucia,2004,72.8
53232,St. Vincent and the Grenadines,2004,70.2
53234,Samoa,2004,71.6
53236,Sao Tome and Principe,2004,65.4
53237,Saudi Arabia,2004,77.5
53238,Senegal,2004,61.7
53239,Serbia,2004,72.9
53242,Seychelles,2004,71.7
53243,Sierra Leone,2004,52.0
53244,Singapore,2004,79.8
53245,Slovak Republic,2004,74.2
53246,Slovenia,2004,77.2
53247,Solomon Islands,2004,61.7
53248,Somalia,2004,51.6
53250,South Africa,2004,52.8
53252,Spain,2004,80.0
53253,Sri Lanka,2004,69.4
53254,Sudan,2004,63.7
53255,Suriname,2004,69.7
53257,Swaziland,2004,43.0
53258,Sweden,2004,80.2
53259,Switzerland,2004,81.0
53260,Syria,2004,75.3
53261,Taiwan,2004,77.3
53262,Tajikistan,2004,67.5
53263,Tanzania,2004,56.5
53264,Thailand,2004,72.2
53265,Timor-Leste,2004,66.5
53266,Togo,2004,56.8
53268,Tonga,2004,69.8
53270,Trinidad and Tobago,2004,70.9
53271,Tunisia,2004,76.0
53272,Turkey,2004,75.8
53273,Turkmenistan,2004,65.3
53276,Uganda,2004,52.0
53277,Ukraine,2004,67.5
53278,United Arab Emirates,2004,74.4
53279,United Kingdom,2004,78.7
53280,United States,2004,77.6
53281,Uruguay,2004,75.3
53283,Uzbekistan,2004,68.3
53285,Vanuatu,2004,62.6
53286,Venezuela,2004,74.3
53287,West Bank and Gaza,2004,74.4
53289,Western Sahara,2004,64.58
53290,Vietnam,2004,73.0
53291,Virgin Islands (U.S.),2004,78.36
53294,Yemen,2004,64.2
53296,Zambia,2004,46.3
53297,Zimbabwe,2004,44.7
53298,Åland,2004,79.88
53299,South Sudan,2004,55.2
53301,Afghanistan,2005,52.0
53303,Albania,2005,76.2
53304,Algeria,2005,74.8
53305,American Samoa,2005,72.0
53306,Andorra,2005,84.3
53307,Angola,2005,55.2
53309,Antigua and Barbuda,2005,74.9
53310,Argentina,2005,75.3
53311,Armenia,2005,71.8
53312,Aruba,2005,74.32
53313,Australia,2005,81.2
53314,Austria,2005,79.5
53315,Azerbaijan,2005,68.2
53316,Bahamas,2005,71.7
53317,Bahrain,2005,76.1
53318,Bangladesh,2005,67.1
53319,Barbados,2005,75.0
53320,Belarus,2005,68.7
